,zipcode,RegionType,StateName,City,Metro,CountyName,AVERAGE  PRICE,Income per capita,Median Age Male,Median Age Female,Bachelor's degree > 25,Public transportation
6785,24151,Zip,VA,Rocky Mount,Roanoke,Franklin County,150199.0,24693.0,38.7,45.4,0.08608858400000001,0.0
6786,24153,Zip,VA,Salem,Roanoke,Salem City,179655.1667,31631.0,41.7,44.2,0.178586286,0.001148369
6787,24161,Zip,VA,Sandy Level,Danville,Pittsylvania County,111513.9167,23555.0,42.2,34.3,0.018181818,0.0
6788,24162,Zip,VA,Shawsville,Blacksburg-Christiansburg-Radford,Montgomery County,144022.5833,24527.0,46.3,47.2,0.098738343,0.0
6789,24165,Zip,VA,Spencer,Martinsville,Henry County,88386.5,21105.0,49.9,49.4,0.070778564,0.0
6790,24167,Zip,VA,Staffordsville,Blacksburg-Christiansburg-Radford,Giles County,112333.25,24771.0,35.0,50.4,0.0,0.0
6791,24168,Zip,VA,Stanleytown,Martinsville,Henry County,75594.0,12606.0,32.3,26.6,0.022421525,0.0
6792,24171,Zip,VA,Stuart,,Patrick County,101671.6667,23939.0,49.5,50.6,0.09118312,0.0
6793,24174,Zip,VA,Thaxton,Lynchburg,Bedford County,132144.1667,21983.0,38.0,53.9,0.069331984,0.0
6794,24175,Zip,VA,Troutville,Roanoke,Botetourt County,220137.3333,35778.0,46.7,48.8,0.206908172,0.0
6795,24176,Zip,VA,Union Hall,Roanoke,Franklin County,435863.25,50020.0,57.7,60.2,0.23857868,0.0
6796,24179,Zip,VA,Vinton,Roanoke,Roanoke County,156425.75,27954.0,40.3,46.0,0.147437841,0.01218663
6797,24184,Zip,VA,Wirtz,Roanoke,Franklin County,266514.75,31014.0,53.9,54.5,0.150416934,0.015033073000000001
6798,24185,Zip,VA,Woolwine,,Patrick County,103729.4167,28681.0,54.7,54.5,0.220689655,0.0
6799,24201,Zip,VA,Bristol,Kingsport-Bristol-Bristol,Bristol City,93170.08333,22936.0,39.8,44.5,0.147919348,0.017740982
6800,24202,Zip,VA,Bristol,Kingsport-Bristol-Bristol,Bristol City,143701.6667,25449.0,48.0,50.6,0.111283768,0.0
6801,24210,Zip,VA,Abingdon,Kingsport-Bristol-Bristol,Washington County,149085.9167,25744.0,44.0,47.5,0.15023366300000002,0.0018842529999999998
6802,24211,Zip,VA,Abingdon,Kingsport-Bristol-Bristol,Washington County,208395.8333,36886.0,48.8,51.0,0.187055377,0.0
6803,24216,Zip,VA,Appalachia,Big Stone Gap,Wise County,28010.91667,19632.0,39.9,42.6,0.06978022,0.0
6804,24217,Zip,VA,Bee,Big Stone Gap,Dickenson County,53449.91667,13158.0,57.8,45.7,0.142156863,0.0
6805,24219,Zip,VA,Big Stone Gap,Big Stone Gap,Wise County,86083.91667,23809.0,38.1,44.9,0.12100939,0.006532532
6806,24220,Zip,VA,Birchleaf,Big Stone Gap,Dickenson County,54343.916670000006,17910.0,33.6,44.4,0.130990415,0.0
6807,24221,Zip,VA,Blackwater,,Lee County,54677.416670000006,14121.0,48.9,55.5,0.08033241,0.0
6808,24224,Zip,VA,Saint Paul,,Russell County,67940.33333,18296.0,51.3,48.2,0.069465817,0.0
6809,24225,Zip,VA,Cleveland,,Russell County,67913.83333,14345.0,42.1,30.8,0.030698387999999997,0.0
6810,24226,Zip,VA,Clinchco,Big Stone Gap,Dickenson County,50350.66667,48701.0,51.1,47.3,0.048231511,0.0
6811,24228,Zip,VA,Clintwood,Big Stone Gap,Dickenson County,65473.416670000006,21951.0,46.3,44.8,0.08069039900000001,0.0
6812,24230,Zip,VA,Coeburn,Big Stone Gap,Wise County,72461.08333,19519.0,36.4,39.0,0.050543933,0.0015860429999999999
6813,24236,Zip,VA,Damascus,Kingsport-Bristol-Bristol,Washington County,102340.3333,20610.0,41.5,44.2,0.10584101900000001,0.013618677
6814,24237,Zip,VA,Saint Paul,,Russell County,21051.75,15530.0,56.3,40.8,0.023738872,0.0
6815,24239,Zip,VA,Honaker,,Russell County,49235.08333,8912.0,25.5,37.7,0.0,
6816,24243,Zip,VA,Dryden,,Lee County,70840.58333,26573.0,37.3,43.4,0.082078313,0.008917197
6817,24244,Zip,VA,Big Stone Gap,Big Stone Gap,Wise County,75818.08333,18487.0,43.9,41.7,0.092494836,0.0
6818,24245,Zip,VA,Dungannon,Kingsport-Bristol-Bristol,Scott County,51677.25,17352.0,42.8,45.5,0.053742802,0.0
6819,24248,Zip,VA,Ewing,,Lee County,73655.16667,22360.0,55.5,52.4,0.082429501,0.0
6820,24250,Zip,VA,Fort Blackmore,Kingsport-Bristol-Bristol,Scott County,62078.916670000006,18544.0,48.2,56.9,0.06478102200000001,0.0
6821,24251,Zip,VA,Gate City,Kingsport-Bristol-Bristol,Scott County,82698.66667,22091.0,42.1,47.4,0.092362345,0.0
6822,24256,Zip,VA,Clinchco,Big Stone Gap,Dickenson County,52933.08333,20221.0,42.1,42.0,0.041111981,0.00955414
6823,24258,Zip,VA,Gate City,Kingsport-Bristol-Bristol,Scott County,93359.66667,26353.0,53.5,51.1,0.142528736,0.0
6824,24260,Zip,VA,Honaker,,Russell County,72713.58333,17618.0,43.5,49.2,0.072434093,0.0
6825,24263,Zip,VA,Jonesville,,Lee County,73204.91667,18467.0,43.1,40.9,0.120470588,0.0
6826,24265,Zip,VA,Keokee,,Lee County,38115.91667,16858.0,55.5,57.5,0.045217390999999996,0.0
6827,24266,Zip,VA,Lebanon,,Russell County,123668.9167,25355.0,40.5,46.0,0.12637689800000002,0.0
6828,24269,Zip,VA,Clinchco,Big Stone Gap,Dickenson County,35351.5,15590.0,39.1,46.5,0.0,0.0
6829,24270,Zip,VA,Mendota,,Russell County,104530.25,21339.0,55.3,57.3,0.119782214,0.0
6830,24271,Zip,VA,Nickelsville,Kingsport-Bristol-Bristol,Scott County,92282.33333,19435.0,47.3,49.2,0.10272417699999999,0.0
6831,24272,Zip,VA,Saint Paul,,Russell County,43434.66667,17285.0,39.9,52.3,0.042955325999999995,0.0
6832,24273,Zip,VA,Norton,Big Stone Gap,Norton City,74265.33333,20739.0,39.2,41.9,0.080595027,0.0
6833,24277,Zip,VA,Pennington Gap,,Lee County,62990.833329999994,15532.0,38.1,50.8,0.055781307999999995,0.0
6834,24279,Zip,VA,Pound,Big Stone Gap,Wise County,73553.75,17261.0,39.2,39.6,0.07578008900000001,0.0
6835,24280,Zip,VA,Rosedale,,Russell County,165195.0,23107.0,35.9,55.5,0.13270142199999999,0.0
6836,24281,Zip,VA,Rose Hill,,Lee County,63307.75,20822.0,44.8,51.9,0.100771208,0.0
6837,24282,Zip,VA,Saint Charles,,Lee County,19272.1,15057.0,33.7,42.8,0.011308562,0.0
6838,24283,Zip,VA,Saint Paul,,Russell County,79282.16667,21090.0,45.8,51.2,0.087144623,0.010719755
6839,24290,Zip,VA,Weber City,Kingsport-Bristol-Bristol,Scott County,88652.83333,23176.0,46.8,55.3,0.096961862,0.0
6840,24292,Zip,VA,Whitetop,,Grayson County,91338.0,17989.0,48.6,57.1,0.041800643,0.0
6841,24293,Zip,VA,Wise,Big Stone Gap,Wise County,108534.9167,25249.0,43.0,39.5,0.11338016699999999,0.0
6842,24301,Zip,VA,Pulaski,Blacksburg-Christiansburg-Radford,Pulaski County,81557.83333,24562.0,45.8,46.3,0.084489757,0.001116249
6843,24311,Zip,VA,Atkins,,Smyth County,82336.5,17890.0,42.2,51.4,0.037037037,0.0
6844,24312,Zip,VA,Austinville,,Carroll County,64376.833329999994,19879.0,45.5,57.0,0.069892473,0.0
6845,24313,Zip,VA,Barren Springs,,Wythe County,88107.5,15273.0,33.2,31.7,0.148514851,0.0
6846,24314,Zip,VA,Bastian,,Bland County,99440.16667,27517.0,44.8,55.7,0.16595744699999998,0.0
6847,24315,Zip,VA,Bland,,Bland County,112698.9167,21075.0,40.9,44.2,0.114877589,0.011084719
6848,24316,Zip,VA,Broadford,Bluefield,Tazewell County,63538.833329999994,-666666666.0,-666666666.0,-666666666.0,,
6849,24317,Zip,VA,Cana,,Carroll County,85389.0,25966.0,46.4,44.6,0.052369077,0.0
6850,24318,Zip,VA,Bland,,Bland County,86918.33333,25461.0,54.0,52.4,0.043290043,0.0
6851,24319,Zip,VA,Chilhowie,,Smyth County,111273.5833,23679.0,41.4,45.9,0.123062016,0.00400987
6852,24322,Zip,VA,Cripple Creek,,Wythe County,83276.75,24297.0,25.9,35.4,0.0,0.0
6853,24323,Zip,VA,Crockett,,Wythe County,137046.3333,24361.0,40.8,39.2,0.033742331,0.0
6854,24324,Zip,VA,Draper,Blacksburg-Christiansburg-Radford,Pulaski County,129858.5833,27972.0,41.2,43.0,0.198003328,0.0
6855,24325,Zip,VA,Dugspur,,Carroll County,83303.41667,21551.0,57.6,50.4,0.149001536,0.0
6856,24326,Zip,VA,Elk Creek,,Grayson County,123917.5,22537.0,54.8,50.3,0.09100310199999999,0.0
6857,24328,Zip,VA,Fancy Gap,,Carroll County,103821.0833,42837.0,57.6,57.8,0.065217391,0.0
6858,24330,Zip,VA,Fries,,Grayson County,68789.25,17932.0,44.2,47.7,0.053451177999999995,0.007908611999999999
6859,24333,Zip,VA,Galax,,Grayson County,95052.08333,22290.0,45.0,45.0,0.10659544800000001,0.003471759
6860,24340,Zip,VA,Glade Spring,Kingsport-Bristol-Bristol,Washington County,114521.25,21800.0,40.8,41.9,0.135447394,0.005522681999999999
6861,24343,Zip,VA,Hillsville,,Carroll County,95540.58333,21989.0,40.9,49.1,0.118917403,0.0
6862,24347,Zip,VA,Hiwassee,Blacksburg-Christiansburg-Radford,Pulaski County,116266.0833,26223.0,43.4,48.0,0.048412698,0.0
6863,24348,Zip,VA,Independence,,Grayson County,113892.5,18774.0,41.7,51.1,0.099857752,0.010396361
6864,24350,Zip,VA,Ivanhoe,,Carroll County,80791.75,27854.0,43.7,53.1,0.062727273,0.0
6865,24351,Zip,VA,Lambsburg,,Carroll County,93018.08333,14945.0,22.9,52.3,0.0,0.0
6866,24352,Zip,VA,Laurel Fork,,Carroll County,103230.25,20083.0,46.0,45.5,0.10526315800000001,0.0
6867,24354,Zip,VA,Marion,,Smyth County,90654.66667,23215.0,45.3,46.8,0.088243456,0.011157601000000001
6868,24360,Zip,VA,Max Meadows,,Wythe County,134393.1667,26686.0,40.9,46.5,0.11966771400000001,0.0
6869,24361,Zip,VA,Meadowview,Kingsport-Bristol-Bristol,Washington County,129378.8333,21305.0,39.5,43.0,0.092268041,0.00536525
6870,24363,Zip,VA,Mouth of Wilson,,Grayson County,131443.8333,30770.0,47.1,52.3,0.13582677199999998,0.0
6871,24366,Zip,VA,Bastian,,Bland County,110216.1667,26004.0,43.8,60.2,0.167641326,0.0
6872,24368,Zip,VA,Rural Retreat,,Wythe County,131441.75,25641.0,45.0,44.7,0.082542938,0.0
6873,24370,Zip,VA,Saltville,,Smyth County,60529.166670000006,19541.0,36.6,43.5,0.078036643,0.0
6874,24374,Zip,VA,Speedwell,,Wythe County,89382.5,21932.0,48.4,47.2,0.073873874,0.0
6875,24375,Zip,VA,Sugar Grove,,Smyth County,66061.75,20441.0,35.9,39.7,0.051393728,0.0
6876,24377,Zip,VA,Tannersville,Bluefield,Tazewell County,92789.16667,24880.0,58.5,57.9,0.0,0.0
6877,24378,Zip,VA,Troutdale,,Grayson County,98907.16667,17109.0,60.4,60.3,0.034675615,0.0
6878,24380,Zip,VA,Willis,Blacksburg-Christiansburg-Radford,Floyd County,100210.8333,23266.0,41.9,47.1,0.10636132300000001,0.035629454
6879,24381,Zip,VA,Woodlawn,,Carroll County,102815.5,34097.0,48.3,49.1,0.083766009,0.0
6880,24382,Zip,VA,Wytheville,,Wythe County,132763.3333,27897.0,45.6,47.5,0.129372402,0.011383236000000001
6881,24401,Zip,VA,Staunton,Staunton-Waynesboro,Staunton City,173649.75,30151.0,42.9,45.7,0.185001755,0.005311213
6882,24411,Zip,VA,Craigsville,Staunton-Waynesboro,Augusta County,80530.33333,21710.0,-666666666.0,-666666666.0,0.0,0.0
6883,24412,Zip,VA,Bacova,,Bath County,75975.25,,-666666666.0,-666666666.0,0.0,
6884,24413,Zip,VA,Blue Grass,,Highland County,166269.6667,29783.0,58.3,58.6,0.037267081,0.0
6885,24415,Zip,VA,Fairfield,,Rockbridge County,243105.3333,,-666666666.0,-666666666.0,0.5,0.0
6886,24416,Zip,VA,Buena Vista,,Buena Vista City,109906.3333,22430.0,40.7,45.4,0.08197832,0.0
6887,24421,Zip,VA,Churchville,Staunton-Waynesboro,Augusta County,208681.6667,33346.0,46.0,48.4,0.153667441,0.0
6888,24422,Zip,VA,Clifton Forge,,Alleghany County,79697.58333,22377.0,40.9,46.3,0.116520535,0.001338091
6889,24426,Zip,VA,Covington,,Alleghany County,86411.08333,28279.0,44.3,46.4,0.096459465,0.007759959
6890,24430,Zip,VA,Craigsville,Staunton-Waynesboro,Augusta County,103987.0833,9308.0,44.0,47.3,0.019786432,0.017793594
6891,24431,Zip,VA,Crimora,Staunton-Waynesboro,Augusta County,206067.6667,27129.0,48.8,50.9,0.069988802,0.0
6892,24432,Zip,VA,Deerfield,Staunton-Waynesboro,Augusta County,145323.25,35784.0,51.4,48.5,0.082304527,0.0
6893,24433,Zip,VA,McDowell,,Highland County,163107.4167,14532.0,44.0,28.7,0.0,0.0
6894,24435,Zip,VA,Fairfield,,Rockbridge County,226775.0,35023.0,45.4,44.4,0.186938286,0.0
6895,24437,Zip,VA,Fort Defiance,Staunton-Waynesboro,Augusta County,265264.3333,25181.0,37.0,40.4,0.19913419899999998,0.0
6896,24439,Zip,VA,Goshen,,Rockbridge County,129665.8333,26335.0,39.2,54.3,0.01092233,0.0
6897,24440,Zip,VA,Greenville,Staunton-Waynesboro,Augusta County,200016.0,20369.0,35.9,41.5,0.130883567,0.0
6898,24441,Zip,VA,Grottoes,Harrisonburg,Rockingham County,181170.6667,27483.0,40.3,44.2,0.10636404099999999,0.002089552
6899,24442,Zip,VA,West Augusta,Staunton-Waynesboro,Augusta County,184351.1667,15759.0,37.3,60.0,0.209302326,0.0
6900,24445,Zip,VA,Hot Springs,,Bath County,135304.3333,29246.0,50.5,49.4,0.111918605,0.0
6901,24448,Zip,VA,Clifton Forge,,Alleghany County,81293.75,19889.0,44.6,48.6,0.132275132,0.0
6902,24450,Zip,VA,Lexington,,Rockbridge County,218019.5,29047.0,31.3,48.6,0.213606286,0.003095443
6903,24457,Zip,VA,Covington,,Alleghany County,61291.5,15668.0,55.7,62.1,0.0,0.0
6904,24458,Zip,VA,McDowell,,Highland County,181103.6667,32576.0,58.4,58.3,0.08945686900000001,0.0
6905,24459,Zip,VA,Middlebrook,Staunton-Waynesboro,Augusta County,249054.9167,31757.0,43.5,51.1,0.19273743,0.0
6906,24460,Zip,VA,Goshen,,Rockbridge County,144006.75,23868.0,43.8,47.1,0.127659574,0.0
6907,24464,Zip,VA,Montebello,Charlottesville,Nelson County,224247.3333,36484.0,41.8,51.0,0.301587302,0.0
6908,24465,Zip,VA,Monterey,,Highland County,169690.8333,33493.0,63.5,62.1,0.16567036699999999,0.0
6909,24467,Zip,VA,Mount Sidney,Staunton-Waynesboro,Augusta County,249589.5833,35017.0,44.2,37.5,0.27203290199999997,0.0
6910,24471,Zip,VA,Port Republic,Harrisonburg,Rockingham County,245517.4167,33252.0,45.9,49.3,0.141538462,0.011952191000000001
6911,24472,Zip,VA,Raphine,,Rockbridge County,220853.25,23767.0,59.0,43.8,0.156462585,0.0
6912,24473,Zip,VA,Rockbridge Baths,,Rockbridge County,258609.25,26347.0,52.8,55.4,0.066508314,0.0
6913,24474,Zip,VA,Covington,,Alleghany County,69596.66667,21835.0,57.0,63.3,0.06017192,0.0
6914,24476,Zip,VA,Steeles Tavern,Staunton-Waynesboro,Augusta County,238319.75,40446.0,31.5,68.8,0.11023622,0.0
6915,24477,Zip,VA,Stuarts Draft,Staunton-Waynesboro,Augusta County,206846.0833,27659.0,44.6,43.4,0.138999614,0.001885725
6916,24479,Zip,VA,Swoope,Staunton-Waynesboro,Augusta County,231885.5833,35119.0,50.0,46.2,0.19840566899999998,0.0
6917,24482,Zip,VA,Verona,Staunton-Waynesboro,Augusta County,181643.75,29554.0,41.0,45.4,0.11662787699999999,0.000404204
6918,24483,Zip,VA,Vesuvius,,Rockbridge County,181806.8333,31863.0,45.8,43.9,0.11002445,0.0
6919,24484,Zip,VA,Warm Springs,,Bath County,130838.8333,50515.0,50.5,53.4,0.099137931,0.17050691199999998
6920,24485,Zip,VA,West Augusta,Staunton-Waynesboro,Augusta County,132856.4167,23790.0,62.5,50.4,0.043062200999999994,0.0
6921,24486,Zip,VA,Weyers Cave,Staunton-Waynesboro,Augusta County,207884.75,24237.0,33.1,40.2,0.178030303,0.0
6922,24487,Zip,VA,Williamsville,,Bath County,135882.25,24455.0,33.6,46.0,0.20083682,0.0
6923,24501,Zip,VA,Lynchburg,Lynchburg,Lynchburg City,99906.83333,17785.0,26.7,29.6,0.14376224699999998,0.05939168
6924,24502,Zip,VA,Lynchburg,Lynchburg,Lynchburg City,165325.8333,23308.0,26.9,29.1,0.21241012199999998,0.013426958000000001
6925,24503,Zip,VA,Lynchburg,Lynchburg,Lynchburg City,232882.0833,38906.0,41.2,43.8,0.279961436,0.008418867
6926,24504,Zip,VA,Lynchburg,Lynchburg,Lynchburg City,79032.25,23247.0,38.6,41.1,0.138207885,0.024645431000000002
6927,24517,Zip,VA,Altavista,Lynchburg,Campbell County,114408.4167,25288.0,43.4,51.1,0.12427897199999999,0.0
6928,24520,Zip,VA,Alton,,Halifax County,76598.5,27057.0,54.5,50.9,0.09220261800000001,0.0
6929,24521,Zip,VA,Amherst,Lynchburg,Amherst County,179057.8333,25609.0,47.4,49.8,0.13511757800000002,0.007108461
6930,24522,Zip,VA,Appomattox,Lynchburg,Appomattox County,124431.9167,25763.0,42.8,42.8,0.12335401800000001,0.0
6931,24523,Zip,VA,Bedford,Lynchburg,Bedford County,159154.75,25216.0,46.4,46.5,0.121634682,0.000110084
6932,24526,Zip,VA,Big Island,Lynchburg,Bedford County,139762.5833,33759.0,55.1,46.6,0.18647343,0.0
6933,24527,Zip,VA,Blairs,Danville,Pittsylvania County,131051.25,25972.0,44.2,46.8,0.136773137,0.0
6934,24528,Zip,VA,Brookneal,Lynchburg,Campbell County,78515.58333,19622.0,41.8,48.0,0.080732418,0.0
6935,24529,Zip,VA,Buffalo Junction,,Mecklenburg County,124006.8333,19748.0,54.6,51.1,0.07956600400000001,0.0
6936,24530,Zip,VA,Callands,Danville,Pittsylvania County,109475.0833,19818.0,32.0,45.4,0.109742441,0.0
6937,24531,Zip,VA,Chatham,Danville,Pittsylvania County,116979.5833,26276.0,46.8,52.1,0.080612084,0.0
6938,24534,Zip,VA,Clover,,Halifax County,73844.75,18239.0,32.2,46.0,0.041164659,0.0
6939,24536,Zip,VA,Coleman Falls,Lynchburg,Bedford County,159755.75,24666.0,8.8,31.2,0.109375,0.0
6940,24538,Zip,VA,Concord,Lynchburg,Campbell County,148947.8333,34186.0,42.9,47.7,0.125241913,0.000771903
6941,24540,Zip,VA,Danville,Danville,Danville City,84136.91667,23772.0,42.2,47.5,0.104582897,0.008338387
6942,24541,Zip,VA,Danville,Danville,Danville City,84282.5,24168.0,40.5,43.3,0.127779211,0.02633275
6943,24549,Zip,VA,Dry Fork,Danville,Pittsylvania County,132471.1667,21888.0,36.7,43.8,0.110955056,0.0
6944,24550,Zip,VA,Evington,Lynchburg,Campbell County,178246.8333,33920.0,42.6,45.5,0.161576705,0.0
6945,24551,Zip,VA,Forest,Lynchburg,Bedford County,268702.4167,36008.0,40.5,44.3,0.267012894,0.004624462
6946,24553,Zip,VA,Gladstone,Lynchburg,Appomattox County,92764.33333,22152.0,47.8,42.7,0.077821012,0.0
6947,24554,Zip,VA,Gladys,Lynchburg,Campbell County,116647.6667,24595.0,44.5,46.9,0.092862093,0.0
6948,24555,Zip,VA,Glasgow,,Rockbridge County,118812.25,23309.0,35.7,39.6,0.13976608199999999,0.0
6949,24556,Zip,VA,Goode,Lynchburg,Bedford County,248950.1667,31177.0,45.8,39.8,0.213802436,0.0
6950,24557,Zip,VA,Gretna,Danville,Pittsylvania County,104375.8333,22147.0,46.3,52.1,0.084527221,0.0
6951,24558,Zip,VA,Halifax,,Halifax County,84523.16667,24544.0,51.2,50.5,0.11763440900000001,0.000810045
6952,24562,Zip,VA,Wingina,Charlottesville,Nelson County,198555.6667,19004.0,41.8,41.7,0.06606606599999999,0.0
6953,24563,Zip,VA,Hurt,Danville,Pittsylvania County,104304.3333,23145.0,45.9,46.6,0.074664012,0.0
6954,24565,Zip,VA,Java,Danville,Pittsylvania County,104188.8333,19091.0,46.3,54.0,0.08689655199999999,0.0
6955,24566,Zip,VA,Keeling,Danville,Pittsylvania County,123005.0833,23879.0,45.5,46.8,0.065116279,0.0
6956,24569,Zip,VA,Long Island,Danville,Pittsylvania County,98930.0,32561.0,39.7,57.4,0.17391304300000002,0.0
6957,24570,Zip,VA,Goode,Lynchburg,Bedford County,218079.5833,,-666666666.0,-666666666.0,1.0,
6958,24571,Zip,VA,Lynch Station,Lynchburg,Campbell County,130678.75,31943.0,48.5,47.2,0.15259740300000002,0.0
6959,24572,Zip,VA,Madison Heights,Lynchburg,Amherst County,145391.9167,23787.0,38.8,44.0,0.13136638,0.0066487659999999995
6960,24574,Zip,VA,Monroe,Lynchburg,Amherst County,176827.0833,27059.0,37.9,49.3,0.11385409,0.0
6961,24577,Zip,VA,Nathalie,,Halifax County,77794.83333,20629.0,48.2,44.6,0.055340672,0.012535613000000001
6962,24578,Zip,VA,Natural Bridge,,Rockbridge County,186257.0833,27341.0,43.5,50.8,0.12005277,0.021413276000000002
6963,24579,Zip,VA,Natural Bridge Station,,Rockbridge County,114697.25,21459.0,48.5,44.1,0.052742616,0.0
6964,24580,Zip,VA,Nelson,,Mecklenburg County,85731.0,27095.0,50.0,51.3,0.051428571,0.0
6965,24581,Zip,VA,Wingina,Charlottesville,Nelson County,118323.1667,,-666666666.0,-666666666.0,0.0,
6966,24586,Zip,VA,Ringgold,Danville,Pittsylvania County,134015.3333,20160.0,41.1,43.3,0.068819876,0.0
6967,24588,Zip,VA,Rustburg,Lynchburg,Campbell County,160335.75,23337.0,38.1,40.4,0.121061117,0.003018542
6968,24589,Zip,VA,Scottsburg,,Halifax County,68789.66667,22338.0,29.5,41.6,0.08908046,0.0
6969,24590,Zip,VA,Scottsville,Charlottesville,Albemarle County,215336.8333,28244.0,37.9,41.0,0.145563855,0.023082651000000003
6970,24592,Zip,VA,South Boston,,Halifax County,72800.16667,21064.0,42.1,47.8,0.11270448300000001,0.003035714
6971,24593,Zip,VA,Spout Spring,Lynchburg,Appomattox County,136998.1667,31049.0,45.2,42.9,0.097293814,0.040604344
6972,24594,Zip,VA,Sutherlin,Danville,Pittsylvania County,131146.25,19723.0,42.3,34.5,0.09555345300000001,0.0
6973,24597,Zip,VA,Vernon Hill,,Halifax County,82736.91667,27752.0,44.8,40.5,0.10499359800000001,0.012915129
6974,24598,Zip,VA,Virgilina,,Halifax County,77566.75,24812.0,43.0,48.4,0.075353218,0.031578947
6975,24599,Zip,VA,Wingina,Charlottesville,Nelson County,108019.0833,22284.0,47.5,35.0,0.04961832099999999,0.029816514
6976,24602,Zip,VA,North Tazewell,Bluefield,Tazewell County,36261.41667,23024.0,40.6,37.0,0.0,0.0
6977,24603,Zip,VA,Grundy,,Buchanan County,60358.75,16273.0,50.3,59.3,0.0,0.054794521
6978,24604,Zip,VA,Bishop,Bluefield,Tazewell County,30293.33333,8903.0,38.0,51.6,0.0,0.0
6979,24605,Zip,VA,Bluefield,Bluefield,Tazewell County,85220.5,27817.0,46.7,47.5,0.148909657,0.000277855
6980,24606,Zip,VA,Bluefield,Bluefield,Tazewell County,24117.91667,19766.0,38.8,42.4,0.283464567,0.0
6981,24607,Zip,VA,Grundy,,Buchanan County,69262.83333,20396.0,58.2,53.3,0.132231405,0.0
6982,24609,Zip,VA,Cedar Bluff,Bluefield,Tazewell County,96570.41667,24002.0,40.0,44.3,0.108755399,0.0
6983,24612,Zip,VA,Richlands,Bluefield,Tazewell County,21868.5,10261.0,39.4,37.9,0.023121387,0.0
6984,24613,Zip,VA,Bluefield,Bluefield,Tazewell County,52106.83333,21081.0,38.0,60.3,0.02851711,0.0
6985,24614,Zip,VA,Grundy,,Buchanan County,62497.5,20577.0,43.2,47.1,0.10097123,0.0
6986,24620,Zip,VA,Hurley,,Buchanan County,55584.5,14252.0,48.4,54.1,0.054213897999999996,0.022944551
6987,24622,Zip,VA,Richlands,Bluefield,Tazewell County,38633.08333,24516.0,48.1,51.4,0.021520802999999998,0.0
6988,24628,Zip,VA,Grundy,,Buchanan County,54877.666670000006,14988.0,27.4,47.8,0.0,0.0
6989,24630,Zip,VA,North Tazewell,Bluefield,Tazewell County,81548.83333,22761.0,43.4,48.4,0.09996049,0.0047930279999999995
6990,24631,Zip,VA,Oakwood,,Buchanan County,59867.75,19632.0,37.4,43.1,0.077432501,0.0
6991,24634,Zip,VA,Whitewood,,Buchanan County,54917.0,21430.0,45.4,48.7,0.054380665,0.0
6992,24635,Zip,VA,Bluefield,Bluefield,Tazewell County,25527.66667,9518.0,40.9,55.4,0.045597484,0.0
6993,24637,Zip,VA,Cedar Bluff,Bluefield,Tazewell County,138213.8333,28976.0,41.9,45.7,0.079455165,0.0
6994,24639,Zip,VA,Raven,,Russell County,59074.5,20245.0,42.8,48.7,0.074665516,0.0
6995,24641,Zip,VA,Richlands,Bluefield,Tazewell County,73389.41667,20516.0,42.2,43.7,0.062136903,0.0
6996,24646,Zip,VA,Rowe,,Buchanan County,53740.916670000006,16697.0,51.2,53.2,0.011551155,0.0
6997,24649,Zip,VA,Raven,,Russell County,54296.166670000006,23160.0,49.9,45.0,0.085505258,0.0
6998,24651,Zip,VA,Tazewell,Bluefield,Tazewell County,104151.0,23495.0,42.4,44.8,0.138190955,0.002276867
6999,24656,Zip,VA,Grundy,,Buchanan County,57506.416670000006,21404.0,46.2,51.7,0.032171582000000004,0.010660981000000002
7000,24657,Zip,VA,Whitewood,,Buchanan County,47706.83333,17547.0,53.4,46.6,0.09338521400000001,0.0
7001,24701,Zip,WV,Bluefield,Bluefield,Mercer County,52105.5,19641.0,43.4,45.4,0.140944772,0.00358783
7002,24712,Zip,WV,Princeton,Bluefield,Mercer County,81341.83333,16912.0,24.0,27.9,0.13584574900000002,0.0
7003,24714,Zip,WV,Beeson,Bluefield,Mercer County,60224.416670000006,18440.0,60.7,58.8,0.0,0.0
7004,24715,Zip,WV,Bramwell,Bluefield,Mercer County,18075.91667,17886.0,50.9,56.1,0.159663866,0.0
7005,24716,Zip,WV,Mullens,,Wyoming County,25564.75,25001.0,39.0,67.4,0.056047198,0.0
7006,24724,Zip,WV,Bramwell,Bluefield,Mercer County,15472.5,15339.0,22.2,46.6,0.37179487200000005,0.0
7007,24726,Zip,WV,Odd,,Wyoming County,25655.5,23372.0,54.5,38.8,0.151219512,0.0
7008,24731,Zip,WV,Princeton,Bluefield,Mercer County,58669.333329999994,18729.0,43.3,65.8,0.188679245,0.0
7009,24733,Zip,WV,Lashmeet,Bluefield,Mercer County,46771.0,21719.0,37.2,34.6,0.077464789,0.024305556000000002
7010,24736,Zip,WV,Lashmeet,Bluefield,Mercer County,16903.08333,17603.0,46.9,58.1,0.002421308,0.0
7011,24737,Zip,WV,Montcalm,Bluefield,Mercer County,16509.08333,9965.0,49.4,15.5,0.0,0.0
7012,24740,Zip,WV,Princeton,Bluefield,Mercer County,73723.66667,24236.0,41.6,45.7,0.127672048,0.000329354
7013,24747,Zip,WV,Rock,Bluefield,Mercer County,47708.33333,16346.0,32.4,39.7,0.055705787,0.0
